question,answer_llm,answer_orig,document
"Does toyaikit require the Responses API, or can I use chat.completions with providers like Groq?","No — toyaikit does **not** require the Responses API.

For providers like **Groq**, you should use the **chat.completions** classes instead of the Responses API, because `responses.create` is OpenAI-specific. The context says to switch to:

- `OpenAIChatCompletionsClient`
- `OpenAIChatCompletionsRunner`

Groq can work by pointing the OpenAI client at Groq’s base URL, e.g. `https://api.groq.com/openai/v1`.

So yes, you can use `chat.completions` with Groq or other OpenAI-compatible providers.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
"When I run toyaikit with a provider like Groq or Anthropic, do I need a current model name and is there anything else that might cause a 404?","Yes — you should pass a current, explicit model name.

Also, a `404` can happen for two common reasons in this setup:

1. **Wrong endpoint for the client you’re using**
   - `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI’s **Responses API** (`responses.create`).
   - That endpoint is **OpenAI-specific**, so providers like **Groq** will 404 there.
   - For Groq or other OpenAI-compatible providers, use the **chat completions** classes instead.

2. **Outdated or invalid model id**
   - The context notes that for Anthropic, an outdated model name can also 404.
   - Use a current model id, e.g.:
     - Anthropic: `claude-haiku-4-5` or `claude-sonnet-4-5`
     - Groq: a valid current model like `llama-3.3-70b-versatile`

So: **yes, use a current model name, and make sure you’re using the right API endpoint/client for the provider.**","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
Where do I actually find the Module 1 homework questions and instructions?,"Find them in the course GitHub repo:

- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag  
- **Module 1 homework instructions:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

The course platform is mainly for **submission and deadlines**, but the **GitHub homework instructions** often include extra context.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
"Is the homework only on the course platform, or is there a GitHub link too?","Yes — the homework is available both on the course platform and in the course GitHub repo. The course platform is mainly for submission and deadlines, while the GitHub homework instructions may include extra context.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Which GitHub pages should I open for the 2026 Module 1 homework?,"For the 2026 Module 1 homework, open these GitHub pages:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Do I need to check the repo for extra homework details besides the platform?,"Yes — the GitHub homework instructions often contain important extra context, so you should check the repo too, not just the platform.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Where should I go to read the homework prompt and submit it?,"Go to the course GitHub repo to read the homework prompt, and use the course management platform to submit it.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
"Why am I getting an empty list when I filter my query in homework Q3, even though the data is there?","This is likely an indexing issue. For HW Q3, you need to add the index settings **before** adding the data to the index. If the data was indexed first, your filters and query can return an empty list even though the data exists.

","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
What should I check first if my search returns nothing after applying filters in the Module 1 homework?,Check the **indexing step first**. This usually means an error when indexing the data: **add the index settings before adding the data to the index**.,"This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Could the problem with my empty query results be caused by how I indexed the data before filtering?,"Yes. According to the homework guidance, empty filtered results are likely caused by an indexing issue. You should add the index settings before adding the data to the indices, then apply your filters and query.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"Do I need to set up the index settings before loading documents, or can I do it afterward?","You should set up the index settings before loading the documents. If you add the data first and set settings afterward, it can cause indexing issues.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
How do I fix the issue where filtering works but my query still comes back empty in the homework?,"This is likely due to an indexing issue. The fix is to **add the index settings before inserting the data into the indices**. Once the data is indexed correctly, your filters and query should return results instead of an empty list.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"Why do I get a 402 error from OpenRouter when I call responses.create(), even though the same setup works with OpenAI directly?","Because OpenRouter checks the **maximum possible output size** up front, and `responses.create()` without a `max_output_tokens` limit can imply a very large output budget (around 65536 tokens). That can trigger a **402** on OpenRouter if your key has free/limited credits, even though the same code works directly with OpenAI.

Fix it by setting a smaller `max_output_tokens`, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

So the difference is:

- **OpenRouter**: may reject based on estimated max token usage → **402**
- **OpenAI directly**: usually returns **429** for quota issues

If you want, I can also show how to update `rag_helper.py` or `toyaikit` for this.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
What should I change in responses.create() so OpenRouter stops rejecting my request before the model even runs?,"Add a lower `max_output_tokens` in `responses.create()`, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

This helps OpenRouter pass the request check before the model runs.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In the Module 1 homework rag_helper.py, where do I add the token limit fix for OpenRouter?","Add it inside the `llm()` method in `rag_helper.py`, specifically in the `client.responses.create(...)` call:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

So the fix goes where the model is called, not elsewhere in the homework code.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
How can I set max_output_tokens in ToyAIKit for Q6 so the OpenRouter call goes through?,"Use `extra_kwargs` when creating the ToyAIKit OpenAI client for Q6:

```python
from toyaikit.llm import OpenAIClient
import os

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

`1024` is enough for the homework and should let the OpenRouter call go through.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"If I still see the 402 error after limiting output tokens, what else should I check in my .env and OpenRouter key settings?","Check that your `.env` is set for OpenRouter, not the direct OpenAI endpoint:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

Also verify:

- Your OpenRouter key still has remaining credits/limit at https://openrouter.ai/settings/keys
- You’re using a pinned free model like `openai/gpt-oss-120b:free` instead of `openrouter/free`

If it still fails after that, I don't know.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In the Module 1 homework, when people say to point RAG at the chunk index, does that mean I should use the split texts instead of the original docs?","Yes — it means you should use the split texts, i.e. the chunked documents, not the original full documents.

So in Module 1, point RAG at the chunk index by building/searching the index on the chunks:

```python
index.fit(chunks)
```

not on the original documents:

```python
index.fit(documents)
```

Then the retriever gets relevant chunks and only those chunks go into the prompt.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the search index in the homework, should I fit it on `chunks` or on `documents`?","Fit the search index on `chunks`, not on `documents`.

Example:

```python
index.fit(chunks)
```

The homework wants you to build and search the index using the chunked documents so the retriever returns relevant chunks, not full documents.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"If I build the index from the full documents instead of the chunked ones, is that wrong for the RAG setup?","Yes — for the RAG setup described here, you should build the index on the **chunked documents**, not the full original documents.

So `index.fit(chunks)` is the intended approach, not `index.fit(documents)`. The point is that retrieval should return relevant chunks, and only those chunks go into the prompt. That’s what keeps the context smaller and more focused.

If you use the full documents, that’s not the setup the course is describing.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How does the retrieval step know to pull chunks and not whole documents in this assignment?,"The retrieval step knows because the index is built on the **chunked documents**, not the original full documents.

So in this assignment you should:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Since the RAG pipeline searches the index you built, it retrieves **chunks** and only sends those chunks into the prompt.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why does using the chunk index matter for the prompt size and context sent to the model?,"Using the chunk index matters because RAG searches over the **chunks**, not the full original documents.

If you build the index on `chunks`, the retriever finds only the most relevant small pieces and puts **just those chunks** into the prompt. That means:

- less text is sent to the model
- the prompt is smaller
- the context is more focused and relevant

If you index the original `documents` instead, the system may retrieve much larger text units, which increases the amount of context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the module 1 homework, do my numeric answers have to match the choices exactly, or is the nearest option okay?","No — for Module 1 homework, your numeric answer does **not** always have to match the options exactly. If it’s **close to one of the choices, pick the closest option**.

Small differences can happen because of filtering, dataset version, floating-point/rounding, or provider behavior. If it’s far from all options, re-check the question and instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"If my result is a little different from the listed answers, should I just pick the closest one?","Yes — if your numeric result is close to one of the listed options, choose the closest one.

Small differences can happen because of filtering, dataset versions, rounding, or model/provider behavior. If it’s far from all options, then re-check the question and instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Why do homework outputs sometimes differ from the provided options even when my code seems right?,"Homework outputs can differ from the options for a few normal reasons:

- Slightly different filtering
- Different dataset versions
- Floating-point or rounding differences
- Different model/provider behavior
- In Module 2, using the wrong embedding model instead of the specified `Embedder`

If your result is close to one of the options, choose the closest one.  
If it’s far from all options, re-check the question, dataset version, and homework instructions.

For some tasks, internal API behavior can also cause small differences, such as token counts in OpenAI chats.

If you want, I can also help you debug a specific homework question.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What should I check if my answer is way off from all the multiple-choice options in the homework?,"If your answer is far from every option, re-check:

- the question text,
- the dataset version,
- and the GitHub homework instructions.

Small differences can come from filtering, rounding, dataset version differences, or provider behavior.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Could dataset versions, rounding, or model differences explain small mismatches in the homework answers?","Yes. Small mismatches can come from different dataset versions, slight filtering differences, floating-point/rounding, or even different model/provider behavior. If your numeric answer is close to one of the options, choose the closest one. If it’s far off, re-check the dataset version, the homework instructions, and the exact setup you used.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where should I look first when a homework question doesn’t make sense on the platform page?,"First, read the GitHub homework instructions, not just the platform page.

For Module 1, start here:
- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

If it still doesn’t make sense, ask in Slack and include the code or command output as text.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
